,date,team,against,home,goalie,dec,SA,SV,TOI,,,,
1025,1/19/18,VEG,FLA,@,Malcolm Subban,O,26,22,60:37:00,,,,
615,1/21/18,VEG,CAR,@,Marc-Andre Fleury,W,28,27,60:00:00,,,,
2258,1/23/18,VEG,CBJ,h,Marc-Andre Fleury,W,32,29,60:00:00,,,,
2260,1/25/18,VEG,NYI,h,Marc-Andre Fleury,L,25,23,58:45:00,,,,
545,1/30/18,VEG,CGY,@,Marc-Andre Fleury,W,33,31,60:00:00,,,,
2423,2/1/18,VEG,WPG,@,Marc-Andre Fleury,W,28,26,63:39:00,,,,
1199,2/2/18,VEG,MIN,@,Malcolm Subban,L,35,31,58:19:00,,,,
2351,2/4/18,VEG,WSH,@,Marc-Andre Fleury,W,23,20,60:00:00,,,,
1859,2/6/18,VEG,PIT,@,Marc-Andre Fleury,L,38,33,58:54:00,,,,
1935,2/8/18,VEG,SJS,@,Marc-Andre Fleury,W,38,35,59:49:00,,,,
2262,2/11/18,VEG,PHI,h,Marc-Andre Fleury,L,17,14,59:48:00,,,,
2264,2/13/18,VEG,CHI,h,Marc-Andre Fleury,W,31,29,60:00:00,,,,
2266,2/15/18,VEG,EDM,h,Marc-Andre Fleury,W,29,28,60:00:00,,,,
2268,2/17/18,VEG,MTL,h,Marc-Andre Fleury,W,33,30,60:00:00,,,,
2270,2/19/18,VEG,ANA,h,Marc-Andre Fleury,L,20,18,57:09:00,,,,
2272,2/21/18,VEG,CGY,h,Marc-Andre Fleury,W,31,28,60:00:00,,,,
2274,2/23/18,VEG,VAN,h,Marc-Andre Fleury,W,33,30,60:00:00,,,,
1123,2/26/18,VEG,LAK,@,Marc-Andre Fleury,O,44,41,63:14:00,,,,
2276,2/27/18,VEG,LAK,h,Maxime Lagace,L,30,26,59:59:00,,,,
2278,3/2/18,VEG,OTT,h,Marc-Andre Fleury,L,38,33,58:11:00,,,,
1459,3/4/18,VEG,NJD,@,Marc-Andre Fleury,W,35,33,60:00:00,,,,
311,3/6/18,VEG,CBJ,@,Marc-Andre Fleury,L,20,17,58:59:00,,,,
889,3/8/18,VEG,DET,@,Marc-Andre Fleury,W,28,28,60:00:00,,,,
477,3/10/18,VEG,BUF,@,Marc-Andre Fleury,W,32,31,65:00:00,,,,
1791,3/12/18,VEG,PHI,@,Marc-Andre Fleury,W,40,38,60:00:00,,,,
2280,3/14/18,VEG,NJD,h,Maxime Lagace,,17,13,37:29:00,,,,
2282,3/16/18,VEG,MIN,h,Marc-Andre Fleury,L,29,26,57:35:00,,,,
2284,3/18/18,VEG,CGY,h,Marc-Andre Fleury,W,42,42,60:00:00,,,,
2286,3/20/18,VEG,VAN,h,Malcolm Subban,,23,22,40:00:00,,,,
1959,3/22/18,VEG,SJS,@,Malcolm Subban,O,44,42,60:39:00,,,,
239,3/24/18,VEG,COL,@,Marc-Andre Fleury,O,30,29,65:00:00,,,,
2288,3/26/18,VEG,COL,h,Marc-Andre Fleury,W,29,28,60:00:00,,,,
2290,3/28/18,VEG,ARI,h,Marc-Andre Fleury,L,32,29,57:52:00,,,,
2292,3/30/18,VEG,STL,h,Malcolm Subban,W,24,21,60:07:00,,,,
2294,3/31/18,VEG,SJS,h,Marc-Andre Fleury,W,31,29,60:00:00,,,,
2211,4/3/18,VEG,VAN,@,Malcolm Subban,W,25,21,65:00:00,,,,
981,4/5/18,VEG,EDM,@,Malcolm Subban,L,33,29,58:12:00,,,,
573,4/7/18,VEG,CGY,@,Marc-Andre Fleury,L,18,12,40:00:00,,,,
2378,10/4/17,WPG,TOR,h,Steve Mason,L,20,15,40:36:00,,,,
493,10/7/17,WPG,CGY,@,Steve Mason,L,45,39,60:00:00,,,,
905,10/9/17,WPG,EDM,@,Connor Hellebuyck,W,39,37,59:49:00,,,,
2137,10/12/17,WPG,VAN,@,Connor Hellebuyck,W,32,30,59:41:00,,,,
2380,10/14/17,WPG,CAR,h,Connor Hellebuyck,W,29,28,60:00:00,,,,
2382,10/17/17,WPG,CBJ,h,Steve Mason,L,39,34,60:00:00,,,,
2384,10/20/17,WPG,MIN,h,Connor Hellebuyck,W,27,24,60:00:00,,,,
1813,10/26/17,WPG,PIT,@,Connor Hellebuyck,O,36,34,61:07:00,,,,
257,10/27/17,WPG,CBJ,@,Steve Mason,O,37,35,62:28:00,,,,
2386,10/29/17,WPG,PIT,h,Connor Hellebuyck,W,32,31,60:00:00,,,,
1157,10/31/17,WPG,MIN,@,Connor Hellebuyck,W,29,28,60:00:00,,,,
2388,11/2/17,WPG,DAL,h,Connor Hellebuyck,W,23,21,60:00:00,,,,
2390,11/4/17,WPG,MTL,h,Connor Hellebuyck,O,50,45,63:03:00,,,,
751,11/6/17,WPG,DAL,@,Connor Hellebuyck,W,34,33,60:00:00,,,,
2229,11/10/17,WPG,VEG,@,Connor Hellebuyck,L,22,17,39:50:00,,,,
15,11/11/17,WPG,ARI,@,Steve Mason,W,30,29,59:58:00,,,,
2392,11/14/17,WPG,ARI,h,Connor Hellebuyck,W,34,33,60:00:00,,,,
2394,11/16/17,WPG,PHI,h,Connor Hellebuyck,W,32,30,64:31:00,,,,
2396,11/18/17,WPG,NJD,h,Connor Hellebuyck,W,36,34,60:00:00,,,,
1329,11/20/17,WPG,NSH,@,Connor Hellebuyck,L,29,24,57:50:00,,,,
1091,11/22/17,WPG,LAK,@,Steve Mason,W,39,38,60:00:00,,,,
111,11/24/17,WPG,ANA,@,Connor Hellebuyck,W,31,30,60:00:00,,,,
1913,11/25/17,WPG,SJS,@,Connor Hellebuyck,,20,19,38:57:00,,,,
2398,11/27/17,WPG,MIN,h,Connor Hellebuyck,W,19,17,60:00:00,,,,
185,11/29/17,WPG,COL,@,Connor Hellebuyck,O,26,23,60:48:00,,,,
2400,12/1/17,WPG,VEG,h,Connor Hellebuyck,W,31,27,59:49:00,,,,
2402,12/3/17,WPG,OTT,h,Connor Hellebuyck,W,21,21,60:00:00,,,,
847,12/5/17,WPG,DET,@,Connor Hellebuyck,L,32,27,60:00:00,,,,
1011,12/7/17,WPG,FLA,@,Eric Comrie,L,35,30,58:49:00,,,,
2081,12/9/17,WPG,TBL,@,Connor Hellebuyck,O,28,24,60:34:00,,,,
2404,12/11/17,WPG,VAN,h,Connor Hellebuyck,W,26,25,59:55:00,,,,
2406,12/14/17,WPG,CHI,h,Connor Hellebuyck,L,30,25,60:00:00,,,,
2005,12/16/17,WPG,STL,@,Steve Mason,L,30,28,58:51:00,,,,
2408,12/17/17,WPG,STL,h,Connor Hellebuyck,W,24,24,59:56:00,,,,
1343,12/19/17,WPG,NSH,@,Connor Hellebuyck,W,34,30,60:00:00,,,,
365,12/21/17,WPG,BOS,@,Connor Hellebuyck,O,33,32,64:56:00,,,,
1509,12/23/17,WPG,NYI,@,Steve Mason,L,29,24,60:00:00,,,,
2410,12/27/17,WPG,EDM,h,Connor Hellebuyck,W,25,22,59:44:00,,,,
2412,12/29/17,WPG,NYI,h,Connor Hellebuyck,W,44,42,60:00:00,,,,
941,12/31/17,WPG,EDM,@,Connor Hellebuyck,W,35,35,60:00:00,,,,
205,1/2/18,WPG,COL,@,Connor Hellebuyck,O,26,23,64:13:00,,,,
2414,1/5/18,WPG,BUF,h,Connor Hellebuyck,W,29,26,59:31:00,,,,
2416,1/7/18,WPG,SJS,h,Connor Hellebuyck,W,32,31,60:00:00,,,,
447,1/9/18,WPG,BUF,@,Steve Mason,W,34,30,60:00:00,,,,
697,1/12/18,WPG,CHI,@,Connor Hellebuyck,L,27,25,58:19:00,,,,
1191,1/13/18,WPG,MIN,@,Connor Hellebuyck,L,41,37,60:00:00,,,,
539,1/20/18,WPG,CGY,@,Connor Hellebuyck,W,31,30,65:00:00,,,,
2418,1/21/18,WPG,VAN,h,Connor Hellebuyck,W,29,29,60:00:00,,,,
1931,1/23/18,WPG,SJS,@,Connor Hellebuyck,W,33,29,60:18:00,,,,
133,1/25/18,WPG,ANA,@,Connor Hellebuyck,O,39,36,65:00:00,,,,
2420,1/30/18,WPG,TBL,h,Michael Hutchinson,W,24,23,60:00:00,,,,
2422,2/1/18,WPG,VEG,h,Connor Hellebuyck,O,31,28,63:57:00,,,,
2424,2/3/18,WPG,COL,h,Connor Hellebuyck,W,25,25,60:00:00,,,,
2426,2/6/18,WPG,ARI,h,Connor Hellebuyck,W,24,21,59:21:00,,,,
2428,2/9/18,WPG,STL,h,Connor Hellebuyck,L,26,22,58:11:00,,,,
2430,2/11/18,WPG,NYR,h,Connor Hellebuyck,L,27,25,58:36:00,,,,
2432,2/13/18,WPG,WSH,h,Connor Hellebuyck,W,27,24,61:41:00,,,,
2434,2/16/18,WPG,COL,h,Connor Hellebuyck,W,31,30,60:00:00,,,,
2436,2/18/18,WPG,FLA,h,Connor Hellebuyck,W,27,25,60:00:00,,,,
2438,2/20/18,WPG,LAK,h,Connor Hellebuyck,L,32,28,58:12:00,,,,
2033,2/23/18,WPG,STL,@,Connor Hellebuyck,W,34,34,60:00:00,,,,
801,2/24/18,WPG,DAL,@,Michael Hutchinson,W,36,33,60:00:00,,,,
2440,2/27/18,WPG,NSH,h,Connor Hellebuyck,L,32,26,59:01:00,,,,
2442,3/2/18,WPG,DET,h,Connor Hellebuyck,W,33,30,60:00:00,,,,
641,3/4/18,WPG,CAR,@,Connor Hellebuyck,W,35,33,59:56:00,,,,
1627,3/6/18,WPG,NYR,@,Steve Mason,W,31,31,60:00:00,,,,
1463,3/8/18,WPG,NJD,@,Connor Hellebuyck,W,43,41,60:00:00,,,,
1789,3/10/18,WPG,PHI,@,Connor Hellebuyck,L,35,33,58:09:00,,,,
2365,3/12/18,WPG,WSH,@,Connor Hellebuyck,O,43,40,64:11:00,,,,
1383,3/13/18,WPG,NSH,@,Connor Hellebuyck,,30,30,49:36:00,,,,
2444,3/15/18,WPG,CHI,h,Connor Hellebuyck,W,27,25,59:52:00,,,,
2446,3/18/18,WPG,DAL,h,Connor Hellebuyck,W,30,28,60:00:00,,,,
2448,3/20/18,WPG,LAK,h,Eric Comrie,W,17,16,61:37:00,,,,
2450,3/23/18,WPG,ANA,h,Connor Hellebuyck,W,18,16,63:16:00,,,,
2452,3/25/18,WPG,NSH,h,Connor Hellebuyck,W,36,32,64:50:00,,,,
2454,3/27/18,WPG,BOS,h,Connor Hellebuyck,W,32,28,65:00:00,,,,
735,3/29/18,WPG,CHI,@,Eric Comrie,L,42,36,60:00:00,,,,
1721,4/2/18,WPG,OTT,@,Connor Hellebuyck,W,37,32,60:00:00,,,,
1311,4/3/18,WPG,MTL,@,Steve Mason,W,40,36,63:00:00,,,,
2456,4/5/18,WPG,CGY,h,Connor Hellebuyck,W,32,31,59:53:00,,,,
2458,4/7/18,WPG,CHI,h,Connor Hellebuyck,W,31,30,60:00:00,,,,
1641,10/5/17,WSH,OTT,@,Braden Holtby,W,32,28,65:00:00,,,,
2296,10/7/17,WSH,MTL,h,Braden Holtby,W,39,38,59:50:00,,,,
2053,10/9/17,WSH,TBL,@,Philipp Grubauer,O,40,36,63:08:00,,,,
2298,10/11/17,WSH,PIT,h,Braden Holtby,L,36,33,58:31:00,,,,
1397,10/13/17,WSH,NJD,@,Braden Holtby,W,23,21,60:00:00,,,,
1723,10/14/17,WSH,PHI,@,Philipp Grubauer,L,37,29,60:00:00,,,,
2300,10/17/17,WSH,TOR,h,Braden Holtby,L,29,28,58:16:00,,,,
825,10/20/17,WSH,DET,@,Braden Holtby,W,37,34,60:58:00,,,,
2302,10/21/17,WSH,FLA,h,Philipp Grubauer,L,22,19,57:21:00,,,,
2141,10/26/17,WSH,VAN,@,Braden Holtby,L,22,17,35:00:00,,,,
913,10/28/17,WSH,EDM,@,Braden Holtby,W,40,38,59:50:00,,,,
503,10/29/17,WSH,CGY,@,Philipp Grubauer,L,38,36,59:11:00,,,,
2304,11/2/17,WSH,NYI,h,Braden Holtby,W,38,35,59:20:00,,,,
343,11/4/17,WSH,BOS,@,Braden Holtby,W,33,31,60:00:00,,,,
2306,11/6/17,WSH,ARI,h,Braden Holtby,W,26,24,64:14:00,,,,
421,11/7/17,WSH,BUF,@,Philipp Grubauer,L,31,29,59:17:00,,,,
2308,11/10/17,WSH,PIT,h,Braden Holtby,W,28,27,60:00:00,,,,
2310,11/12/17,WSH,EDM,h,Braden Holtby,W,30,29,65:00:00,,,,
1325,11/14/17,WSH,NSH,@,Braden Holtby,L,25,19,40:00:00,,,,
179,11/16/17,WSH,COL,@,Philipp Grubauer,L,28,22,59:51:00,,,,
2312,11/18/17,WSH,MIN,h,Braden Holtby,W,31,30,59:57:00,,,,
2314,11/20/17,WSH,CGY,h,Braden Holtby,L,39,35,58:02:00,,,,
2316,11/22/17,WSH,OTT,h,Braden Holtby,W,31,29,60:00:00,,,,
2318,11/24/17,WSH,TBL,h,Philipp Grubauer,W,26,25,60:00:00,,,,
2320,11/30/17,WSH,LAK,h,Braden Holtby,L,25,22,58:48:00,,,,
2322,12/2/17,WSH,CBJ,h,Braden Holtby,W,35,32,59:48:00,,,,
2324,12/4/17,WSH,SJS,h,Philipp Grubauer,W,25,24,60:00:00,,,,
2326,12/6/17,WSH,CHI,h,Braden Holtby,W,39,37,60:00:00,,,,
2328,12/8/17,WSH,NYR,h,Braden Holtby,W,29,27,59:39:00,,,,
1499,12/11/17,WSH,NYI,@,Philipp Grubauer,,17,17,35:13:00,,,,
2330,12/12/17,WSH,COL,h,Braden Holtby,W,24,22,59:37:00,,,,
359,12/14/17,WSH,BOS,@,Braden Holtby,W,37,34,59:42:00,,,,
2332,12/16/17,WSH,ANA,h,Braden Holtby,W,30,28,61:58:00,,,,
767,12/19/17,WSH,DAL,@,Braden Holtby,W,36,33,61:51:00,,,,
31,12/22/17,WSH,ARI,@,Philipp Grubauer,O,27,24,64:33:00,,,,
2249,12/23/17,WSH,VEG,@,Braden Holtby,L,28,25,59:54:00,,,,
1605,12/27/17,WSH,NYR,@,Philipp Grubauer,O,37,37,65:00:00,,,,
2334,12/28/17,WSH,BOS,h,Braden Holtby,W,34,31,65:00:00,,,,
2336,12/30/17,WSH,NJD,h,Braden Holtby,W,27,25,60:00:00,,,,
609,1/2/18,WSH,CAR,@,Braden Holtby,W,38,34,61:57:00,,,,
2338,1/7/18,WSH,STL,h,Braden Holtby,W,34,31,63:49:00,,,,
2340,1/9/18,WSH,VAN,h,Philipp Grubauer,W,38,37,60:00:00,,,,
2342,1/11/18,WSH,CAR,h,Braden Holtby,L,32,30,57:31:00,,,,
611,1/12/18,WSH,CAR,@,Philipp Grubauer,W,39,36,60:00:00,,,,
1437,1/18/18,WSH,NJD,@,Braden Holtby,O,32,28,60:34:00,,,,
2344,1/19/18,WSH,MTL,h,Philipp Grubauer,L,25,23,57:33:00,,,,
2346,1/21/18,WSH,PHI,h,Braden Holtby,O,23,21,60:27:00,,,,
1027,1/25/18,WSH,FLA,@,Braden Holtby,W,34,32,59:36:00,,,,
2348,1/31/18,WSH,PHI,h,Braden Holtby,W,30,27,60:00:00,,,,
1857,2/2/18,WSH,PIT,@,Braden Holtby,L,33,27,47:59:00,,,,
2350,2/4/18,WSH,VEG,h,Philipp Grubauer,L,31,27,58:33:00,,,,
299,2/6/18,WSH,CBJ,@,Braden Holtby,W,39,37,59:38:00,,,,
2352,2/9/18,WSH,CBJ,h,Braden Holtby,W,37,35,60:00:00,,,,
2354,2/11/18,WSH,DET,h,Braden Holtby,O,29,24,60:43:00,,,,
2433,2/13/18,WSH,WPG,@,Braden Holtby,O,44,40,62:32:00,,,,
1207,2/15/18,WSH,MIN,@,Philipp Grubauer,W,34,32,60:00:00,,,,
713,2/17/18,WSH,CHI,@,Braden Holtby,L,33,27,40:00:00,,,,
469,2/19/18,WSH,BUF,@,Philipp Grubauer,W,34,32,60:00:00,,,,
2356,2/20/18,WSH,TBL,h,Braden Holtby,L,19,15,57:49:00,,,,
1035,2/22/18,WSH,FLA,@,Braden Holtby,L,33,30,59:31:00,,,,
2358,2/24/18,WSH,BUF,h,Philipp Grubauer,W,29,28,60:00:00,,,,
309,2/26/18,WSH,CBJ,@,Philipp Grubauer,,18,18,38:52:00,,,,
2360,2/27/18,WSH,OTT,h,Philipp Grubauer,W,30,28,60:00:00,,,,
2362,3/3/18,WSH,TOR,h,Braden Holtby,W,29,27,59:56:00,,,,
147,3/6/18,WSH,ANA,@,Philipp Grubauer,,8,8,33:07:00,,,,
1129,3/8/18,WSH,LAK,@,Philipp Grubauer,L,28,26,58:01:00,,,,
1953,3/10/18,WSH,SJS,@,Philipp Grubauer,W,24,24,60:00:00,,,,
2364,3/12/18,WSH,WPG,h,Philipp Grubauer,W,28,26,64:11:00,,,,
1541,3/15/18,WSH,NYI,@,Philipp Grubauer,W,38,35,60:00:00,,,,
2366,3/16/18,WSH,NYI,h,Braden Holtby,W,25,22,59:59:00,,,,
1795,3/18/18,WSH,PHI,@,Philipp Grubauer,L,34,29,58:00:00,,,,
2368,3/20/18,WSH,DAL,h,Braden Holtby,W,27,24,60:00:00,,,,
893,3/22/18,WSH,DET,@,Philipp Grubauer,W,39,39,58:59:00,,,,
1305,3/24/18,WSH,MTL,@,Philipp Grubauer,W,21,17,60:00:00,,,,
1637,3/26/18,WSH,NYR,@,Philipp Grubauer,W,30,28,59:34:00,,,,
2370,3/28/18,WSH,NYR,h,Braden Holtby,W,37,35,60:09:00,,,,
2372,3/30/18,WSH,CAR,h,Braden Holtby,L,29,26,59:32:00,,,,
1883,4/1/18,WSH,PIT,@,Philipp Grubauer,W,37,36,59:40:00,,,,
2047,4/2/18,WSH,STL,@,Braden Holtby,W,36,34,59:12:00,,,,
2374,4/5/18,WSH,NSH,h,Philipp Grubauer,L,29,25,57:43:00,,,,
2376,4/7/18,WSH,NJD,h,Braden Holtby,W,26,23,60:00:00,,,,
